ticket_number,issued_date,location,description,status,dayofweek,hourofday,lat,lon,count,amount
231500249,2023/01/10 11:37:00+00,300 SALINA ST N,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Tuesday,11,43.098565699999995,-76.15330656343268,1,25
23500231,2023/01/10 11:37:00+00,600 COMSTOCK AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Tuesday,11,43.040347,-76.130274,1,25
230900153,2023/01/10 11:37:00+00,200 JEFFERSON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,11,43.046945,-76.150633,1,25
23500232,2023/01/10 11:38:00+00,600 COMSTOCK AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,11,43.040347,-76.130274,1,25
231300183,2023/01/10 11:38:00+00,200 DELRAY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,11,43.049817,-76.100081,1,60
23500233,2023/01/10 11:39:00+00,600 COMSTOCK AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,11,43.040347,-76.130274,1,25
230900154,2023/01/10 11:40:00+00,300 MONTGOMERY ST,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Tuesday,11,43.0482461,-76.1495403,1,25
231300184,2023/01/10 11:41:00+00,200 DELRAY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Tuesday,11,43.049817,-76.100081,1,60
231300185,2023/01/10 11:44:00+00,400 FAYETTE BLVD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,11,43.04913685,-76.09603802115771,1,60
231500250,2023/01/10 11:49:00+00,500 PROSPECT AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,11,43.05822,-76.151152,1,25
231500252,2023/01/10 11:52:00+00,400 PROSPECT AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Tuesday,11,43.057007,-76.150178,1,25
231500251,2023/01/10 11:50:00+00,500 PROSPECT AVE,NO STOPPING ANY TIME CO15-316 (A)14,Fourth Notice,Tuesday,11,43.05822,-76.151152,1,25
231300186,2023/01/10 11:48:00+00,100 PHILLIPS RD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Tuesday,11,43.046681899999996,-76.0933635930032,1,60
999999999,2023/01/10 12:41:00+00, WASHINGTON ST E,MISC,Issued,Tuesday,12,43.0494918,-76.1446745,1,25
231300187,2023/01/10 13:23:00+00,100 FORDHAM RD,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Tuesday,13,43.071434,-76.123253,1,25
231300188,2023/01/10 13:26:00+00,200 FORDHAM RD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,13,43.071348,-76.125513,1,60
397286D,2023/01/10 10:37:00+00,200 WASHINGTON ST W,NO PERMIT/ALL TIMES CO15-365,Adjudication Approved,Tuesday,10,43.049686,-76.153724,1,0
231300189,2023/01/10 13:28:00+00,200 FORDHAM RD,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Tuesday,13,43.071348,-76.125513,1,25
231300191,2023/01/10 13:34:00+00,100 GRAY AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,13,43.0695898,-76.123334,1,25
231300193,2023/01/10 13:43:00+00,200 GRANT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Tuesday,13,43.031985,-76.174244,1,60
231300192,2023/01/10 13:42:00+00,200 GRANT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Tuesday,13,43.031985,-76.174244,1,25
231300190,2023/01/10 13:31:00+00,200 DORCHESTER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,13,43.069453,-76.125109,1,60
231300195,2023/01/10 13:46:00+00,200 GRANT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,13,43.031985,-76.174244,1,60
231300196,2023/01/10 13:46:00+00,200 GRANT AVE,NONE/ONE LICENSE PLATE/ALL VTL402-1,Fourth Notice,Tuesday,13,43.031985,-76.174244,1,25
231300194,2023/01/10 13:46:00+00,200 GRANT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Tuesday,13,43.031985,-76.174244,1,25
231300198,2023/01/10 13:50:00+00,200 GRANT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,13,43.031985,-76.174244,1,60
231300197,2023/01/10 13:50:00+00,200 GRANT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,13,43.031985,-76.174244,1,25
231300199,2023/01/10 13:54:00+00,100 EDTIM RD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,13,43.0703109,-76.1168212,1,60
230700083,2023/01/10 13:53:00+00,300 MONTGOMERY ST,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Tuesday,13,43.0482461,-76.1495403,1,25
230700084,2023/01/10 13:54:00+00,300 MONTGOMERY ST,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Tuesday,13,43.0482461,-76.1495403,1,25
230700085,2023/01/10 13:55:00+00,300 MONTGOMERY ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,13,43.0482461,-76.1495403,1,25
231300200,2023/01/10 13:57:00+00,200 VILLAGE DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Tuesday,13,43.1259273,-76.1270141,1,60
230700086,2023/01/10 13:58:00+00,200 WARREN ST S,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Tuesday,13,43.049428,-76.15086,1,25
231300201,2023/01/10 13:59:00+00,100 VILLAGE DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,13,43.0709753,-76.1182319,1,60
231300202,2023/01/10 14:04:00+00,100 WOODBINE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Tuesday,14,43.0684852,-76.1102028,1,60
230700087,2023/01/10 14:02:00+00,100 WASHINGTON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Tuesday,14,43.0493828,-76.1518326,1,25
230700088,2023/01/10 14:02:00+00,100 WASHINGTON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,Tuesday,14,43.0493828,-76.1518326,1,25
231300203,2023/01/10 14:06:00+00,100 WOODBINE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,14,43.0684852,-76.1102028,1,60
230700091,2023/01/10 14:17:00+00,300 WATER ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Promise To Pay,Tuesday,14,43.050398,-76.14916,1,25
230700090,2023/01/10 14:12:00+00,100 ERIE BLVD E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,Tuesday,14,43.050819,-76.152009,1,25
230700089,2023/01/10 14:06:00+00,100 WARREN ST S,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,14,43.050764,-76.150873,1,25
230700092,2023/01/10 14:19:00+00,300 WATER ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,14,43.050398,-76.14916,1,25
230700093,2023/01/10 14:23:00+00,300 WASHINGTON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Tuesday,14,43.0492047,-76.1481375,1,25
230700094,2023/01/10 14:23:00+00,300 WASHINGTON ST E,FIRE LANE/ALL TIMES CO15-316 (A)14,Paid In Full,Tuesday,14,43.0492047,-76.1481375,1,60
230700095,2023/01/10 14:23:00+00,300 WASHINGTON ST E,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Paid In Full,Tuesday,14,43.0492047,-76.1481375,1,60
230700096,2023/01/10 14:25:00+00,300 WASHINGTON ST E,FIRE LANE/ALL TIMES CO15-316 (A)14,Paid In Full,Tuesday,14,43.0492047,-76.1481375,1,60
230700097,2023/01/10 14:25:00+00,300 WASHINGTON ST E,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Paid In Full,Tuesday,14,43.0492047,-76.1481375,1,60
230700101,2023/01/10 14:41:00+00,400 MONTGOMERY ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Tuesday,14,43.046942,-76.149107,1,25
230700100,2023/01/10 14:39:00+00,400 MONTGOMERY ST,NO PERMIT/ALL TIMES CO15-365,Paid In Full,Tuesday,14,43.046942,-76.149107,1,25
230700102,2023/01/10 14:44:00+00,400 MONTGOMERY ST,NO PERMIT/ALL TIMES CO15-365,Paid In Full,Tuesday,14,43.046942,-76.149107,1,25
230700098,2023/01/10 14:27:00+00,300 WASHINGTON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,14,43.0492047,-76.1481375,1,25
231300204,2023/01/10 14:46:00+00,100 WAYNE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Tuesday,14,43.0541216,-76.1421976,1,60
230700099,2023/01/10 14:32:00+00,400 GENESEE ST E,NO STOPPING ANY TIME CO15-316 (A)14,Fourth Notice,Tuesday,14,43.047958,-76.147246,1,25
230700103,2023/01/10 14:46:00+00,100 MADISON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Void Approved,Tuesday,14,43.04510965,-76.15038587478017,1,0
231300205,2023/01/10 14:47:00+00,100 WAYNE ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Tuesday,14,43.0541216,-76.1421976,1,25
231300206,2023/01/10 14:47:00+00,100 WAYNE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,14,43.0541216,-76.1421976,1,60
230700104,2023/01/10 14:48:00+00,100 MADISON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Tuesday,14,43.04510965,-76.15038587478017,1,25
230700105,2023/01/10 14:50:00+00,100 MADISON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,14,43.04510965,-76.15038587478017,1,25
231300207,2023/01/10 14:51:00+00,200 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,14,43.0542358,-76.1397694,1,60
231300208,2023/01/10 14:53:00+00,200 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,14,43.0542358,-76.1397694,1,60
230700107,2023/01/10 14:54:00+00,400 WARREN ST S,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Tuesday,14,43.046903,-76.150912,1,25
230700106,2023/01/10 14:53:00+00,400 WARREN ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Tuesday,14,43.046903,-76.150912,1,10
231300211,2023/01/10 14:56:00+00,300 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,14,43.055433,-76.137463,1,60
231300209,2023/01/10 14:56:00+00,300 GREEN ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Tuesday,14,43.055433,-76.137463,1,25
231300210,2023/01/10 14:56:00+00,300 GREEN ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,14,43.055433,-76.137463,1,25
231300212,2023/01/10 14:57:00+00,300 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Tuesday,14,43.055433,-76.137463,1,60
231300213,2023/01/10 14:59:00+00,300 GREEN ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,14,43.055433,-76.137463,1,25
231300215,2023/01/10 15:03:00+00,300 OAK ST,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Tuesday,15,43.0565307,-76.1331858,1,25
231300216,2023/01/10 15:07:00+00,300 OAK ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,15,43.0565307,-76.1331858,1,25
231300214,2023/01/10 15:01:00+00,300 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,15,43.055433,-76.137463,1,60
23500234,2023/01/11 09:03:00+00,400 CHERRY ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,9,43.045305,-76.123676,1,60
231300217,2023/01/10 15:07:00+00,300 OAK ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,15,43.0565307,-76.1331858,1,60
392661D,2023/01/10 16:19:00+00,1000 EILEEN COLLINS BLVD,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,16,43.113505702811246,-76.11989651004016,1,25
23500236,2023/01/11 09:07:00+00,1200 MADISON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,9,43.045221,-76.128835,1,25
23500235,2023/01/11 09:07:00+00,1200 MADISON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,9,43.045221,-76.128835,1,25
23500237,2023/01/11 09:10:00+00,1200 MADISON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Wednesday,9,43.045221,-76.128835,1,25
231500253,2023/01/11 09:23:00+00,100 BURNET AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,9,43.052202,-76.147976,1,60
231500254,2023/01/11 09:26:00+00,200 HAWLEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,9,43.0531245,-76.1436109,1,60
231500255,2023/01/11 09:27:00+00,200 HAWLEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Wednesday,9,43.0531245,-76.1436109,1,60
23500240,2023/01/11 09:32:00+00,200 BUCKINGHAM AVE,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Paid In Full,Wednesday,9,43.032076,-76.121453,1,60
23500239,2023/01/11 09:30:00+00,200 BUCKINGHAM AVE,PRKD BTWN SIDEWALK/CURB CO15-316 (A)1,Fourth Notice,Wednesday,9,43.032076,-76.121453,1,60
23500238,2023/01/11 09:23:00+00,700 SUMNER AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,9,43.037936650000006,-76.12608987597199,1,25
231500257,2023/01/11 09:34:00+00,200 GREEN ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Wednesday,9,43.0542358,-76.1397694,1,25
231500256,2023/01/11 09:33:00+00,200 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,9,43.0542358,-76.1397694,1,60
231500258,2023/01/11 09:36:00+00,300 GREEN ST,PRKD BTWN SIDEWALK/CURB CO15-316 (A)1,Adjudication Pending ,Wednesday,9,43.055433,-76.137463,1,60
23500241,2023/01/11 09:36:00+00,300 GREENWOOD PL,LEFT WHEELS TO CURB/ALL CO15-301,Fourth Notice,Wednesday,9,43.040629,-76.122159,1,25
23500242,2023/01/11 09:39:00+00,200 GREENWOOD PL,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,9,43.04217164705882,-76.12369676470588,1,25
23500243,2023/01/11 09:42:00+00,100 DELL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,9,43.041795,-76.120445,1,60
231500259,2023/01/11 09:42:00+00,600 HICKORY ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,9,43.055895,-76.145631,1,60
23500244,2023/01/11 09:43:00+00,100 DELL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Wednesday,9,43.041795,-76.120445,1,60
231500260,2023/01/11 09:42:00+00,600 HICKORY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,9,43.055895,-76.145631,1,25
230900156,2023/01/11 09:42:00+00,400 FAYETTE ST E,NO PERMIT/ALL TIMES CO15-365,Paid In Full,Wednesday,9,43.048533,-76.147252,1,25
230900155,2023/01/11 09:42:00+00,400 FAYETTE ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Denied ,Wednesday,9,43.048533,-76.147252,1,25
23500245,2023/01/11 09:43:00+00,100 DELL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,9,43.041795,-76.120445,1,60
23500246,2023/01/11 09:44:00+00,100 DELL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Wednesday,9,43.041795,-76.120445,1,60
230900157,2023/01/11 09:43:00+00,400 FAYETTE ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,9,43.048533,-76.147252,1,25
23500247,2023/01/11 09:44:00+00,100 DELL ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Fourth Notice,Wednesday,9,43.041795,-76.120445,1,60
23500249,2023/01/11 09:46:00+00,100 DELL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Denied ,Wednesday,9,43.041795,-76.120445,1,60
23500248,2023/01/11 09:44:00+00,100 DELL ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,9,43.041795,-76.120445,1,25
23500250,2023/01/11 09:46:00+00,100 DELL ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Wednesday,9,43.041795,-76.120445,1,60
231500261,2023/01/11 09:47:00+00,500 LAUREL ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Wednesday,9,43.058003,-76.147285,1,60
230700108,2023/01/11 09:47:00+00,600 CROUSE AVE S,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Wednesday,9,43.044079,-76.136703,1,25
230700109,2023/01/11 09:48:00+00,600 CROUSE AVE S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Wednesday,9,43.044079,-76.136703,1,25
230900158,2023/01/11 09:46:00+00,400 GENESEE ST E,NONE/ONE LICENSE PLATE/ALL VTL402-1,Fourth Notice,Wednesday,9,43.047958,-76.147246,1,25
230700110,2023/01/11 09:49:00+00,700 CROUSE AVE S,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Wednesday,9,43.0424911,-76.1368164,1,25
23500251,2023/01/11 09:49:00+00,500 COLUMBUS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,9,43.043821,-76.12092,1,60
230900160,2023/01/11 09:50:00+00,300 STATE ST S,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Void Approved,Wednesday,9,43.0483115,-76.1479888,1,0
230700111,2023/01/11 09:50:00+00,700 CROUSE AVE S,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Wednesday,9,43.0424911,-76.1368164,1,25
230700112,2023/01/11 09:52:00+00,700 CROUSE AVE S,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Wednesday,9,43.0424911,-76.1368164,1,25
230900161,2023/01/11 09:52:00+00,400 STATE ST S,NO PERMIT/ALL TIMES CO15-365,Fourth Notice,Wednesday,9,0.0,0.0,1,25
230900159,2023/01/11 09:48:00+00,400 GENESEE ST E,NO STOPPING ANY TIME CO15-316 (A)14,Void Approved,Wednesday,9,43.047958,-76.147246,1,0
230900162,2023/01/11 09:53:00+00,400 STATE ST S,NO PERMIT/ALL TIMES CO15-365,Paid In Full,Wednesday,9,0.0,0.0,1,25
231500262,2023/01/11 09:53:00+00,900 TOWNSEND ST N,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,9,43.042628,-76.145823,1,60
230700113,2023/01/11 09:53:00+00,700 CROUSE AVE S,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Wednesday,9,43.0424911,-76.1368164,1,25
230700114,2023/01/11 09:54:00+00,700 CROUSE AVE S,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Wednesday,9,43.0424911,-76.1368164,1,25
23500252,2023/01/11 09:54:00+00,200 LEXINGTON AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Wednesday,9,43.047029,-76.121232,1,25
231500263,2023/01/11 09:54:00+00,900 TOWNSEND ST N,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,9,43.042628,-76.145823,1,60
230700115,2023/01/11 09:55:00+00,700 CROUSE AVE S,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Wednesday,9,43.0424911,-76.1368164,1,25
230700116,2023/01/11 09:56:00+00,700 CROUSE AVE S,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Wednesday,9,43.0424911,-76.1368164,1,25
230900163,2023/01/11 09:55:00+00,300 ONONDAGA ST E,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Fourth Notice,Wednesday,9,43.047056,-76.148524,1,100
230700117,2023/01/11 09:56:00+00,700 CROUSE AVE S,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Wednesday,9,43.0424911,-76.1368164,1,25
230700118,2023/01/11 09:57:00+00,700 CROUSE AVE S,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Wednesday,9,43.0424911,-76.1368164,1,25
230700119,2023/01/11 09:58:00+00,700 CROUSE AVE S,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Denied ,Wednesday,9,43.0424911,-76.1368164,1,25
230900164,2023/01/11 09:55:00+00,300 ONONDAGA ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Wednesday,9,43.047056,-76.148524,1,25
23500253,2023/01/11 09:56:00+00,200 LEXINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Wednesday,9,43.047029,-76.121232,1,60
23500254,2023/01/11 09:56:00+00,200 LEXINGTON AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Wednesday,9,43.047029,-76.121232,1,25
230700120,2023/01/11 09:59:00+00,700 CROUSE AVE S,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Wednesday,9,43.0424911,-76.1368164,1,25
231500264,2023/01/11 09:58:00+00,200 ASH ST,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Wednesday,9,43.059282,-76.151955,1,25
230700121,2023/01/11 09:59:00+00,700 CROUSE AVE S,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Wednesday,9,43.0424911,-76.1368164,1,25
230900165,2023/01/11 09:58:00+00,300 ONONDAGA ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,9,43.047056,-76.148524,1,25
23500255,2023/01/11 09:59:00+00,300 ALLEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,9,43.0470108,-76.1173205,1,60
231500265,2023/01/11 10:00:00+00,500 PROSPECT AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Wednesday,10,43.05822,-76.151152,1,25
23500256,2023/01/11 10:00:00+00,300 ALLEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Wednesday,10,43.0470108,-76.1173205,1,60
230700122,2023/01/11 10:02:00+00,100 MARSHALL ST,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Wednesday,10,43.041511,-76.13648,1,25
231500266,2023/01/11 10:01:00+00,500 PROSPECT AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Wednesday,10,43.05822,-76.151152,1,25
231500267,2023/01/11 10:02:00+00,500 PROSPECT AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Wednesday,10,43.05822,-76.151152,1,25
231500268,2023/01/11 10:03:00+00,500 PROSPECT AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Wednesday,10,43.05822,-76.151152,1,25
230900168,2023/01/11 10:04:00+00,300 MONTGOMERY ST,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Adjudication Pending ,Wednesday,10,43.0482461,-76.1495403,1,60
230900166,2023/01/11 10:02:00+00,300 MONTGOMERY ST,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Fourth Notice,Wednesday,10,43.0482461,-76.1495403,1,100
23500257,2023/01/11 10:05:00+00,200 ALLEN ST,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,Wednesday,10,43.0481337,-76.1173841,1,25
230900167,2023/01/11 10:04:00+00,300 MONTGOMERY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,10,43.0482461,-76.1495403,1,25
23500258,2023/01/11 10:05:00+00,200 ALLEN ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,Wednesday,10,43.0481337,-76.1173841,1,25
231500269,2023/01/11 10:04:00+00,500 PROSPECT AVE,PRKD BLOCKING DRVWY/ALL CO15-316 (A)2,Paid In Full,Wednesday,10,43.05822,-76.151152,1,60
23500259,2023/01/11 10:05:00+00,200 ALLEN ST,NONE/ONE LICENSE PLATE/ALL VTL402-1,Issued,Wednesday,10,43.0481337,-76.1173841,1,25
230700124,2023/01/11 10:09:00+00,100 MARSHALL ST,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Wednesday,10,43.041511,-76.13648,1,25
230900169,2023/01/11 10:08:00+00,200 JEFFERSON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,10,43.046945,-76.150633,1,10
230700123,2023/01/11 10:07:00+00,100 MARSHALL ST,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Wednesday,10,43.041511,-76.13648,1,25
230900170,2023/01/11 10:10:00+00,200 JEFFERSON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,10,43.046945,-76.150633,1,25
231500270,2023/01/11 10:11:00+00,400 SALINA ST N,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Wednesday,10,43.094135449999996,-76.14212255,1,25
231300218,2023/01/11 10:09:00+00,600 ONONDAGA ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,10,43.0660013,-76.0796745,1,60
231300219,2023/01/11 10:11:00+00,600 ONONDAGA ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,10,43.0660013,-76.0796745,1,25
23500260,2023/01/11 10:11:00+00,200 CAMBRIDGE ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Wednesday,10,43.0434732,-76.1181957,1,25
230900171,2023/01/11 10:12:00+00,300 WARREN ST S,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Wednesday,10,43.048532949999995,-76.15107612442631,1,60
231500271,2023/01/11 10:11:00+00,400 SALINA ST N,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Wednesday,10,43.094135449999996,-76.14212255,1,25
230700125,2023/01/11 10:12:00+00,700 CROUSE AVE S,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Wednesday,10,43.0424911,-76.1368164,1,25
230900172,2023/01/11 10:14:00+00,300 WARREN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Wednesday,10,43.048532949999995,-76.15107612442631,1,25
